"Incident_ID","Media_Attention","School_Level","pct_White","pct_Black","pct_Hispanic","pct_Asian","fatalities"
"20170127SCSOA","Local",3,0.597864768683274,0.278291814946619,0.0704626334519573,0.0135231316725979,0
"20170120OHWEW","National",3,0.945945945945946,0,0.00635930047694754,0.00794912559618442,0
"20161216FLSAJ","Local",3,0.178835978835979,0.543915343915344,0.184126984126984,0.0571428571428571,0
"20161201UTMUB","National",2,0.807875894988067,0.022673031026253,0.100238663484487,0.0143198090692124,0
"20161111MIBAA","Local",3,0.943471337579618,0.0071656050955414,0.0230891719745223,0.00636942675159236,0
"20161025UTUNS","Regional",2,0.674860335195531,0.0145251396648045,0.230167597765363,0.0111731843575419,0
"20161013OHLIC","Local",3,0.0745428973277075,0.819971870604782,0.0590717299578059,0.00421940928270042,0
"20160928TNSYP","National",2,0.929411764705882,0.0183006535947712,0.0326797385620915,0.0065359477124183,0
"20160928SCTOT","National",1,0.89198606271777,0.0522648083623693,0.0278745644599303,0.00348432055749129,1
"20160908TXALA","Regional",3,0.335593220338983,0.00677966101694915,0.633898305084746,0.0101694915254237,0
"20160817OHWEC","Local",2,0.39622641509434,0.3,0.20188679245283,0.039622641509434,0
"20160616ILMCC","Local",1,0.00755667506297229,0.866498740554156,0.115869017632242,0.00251889168765743,1
"20160608MAJED","International",3,0.032719836400818,0.7280163599182,0.224948875255624,0.00613496932515337,1
"20160513SCSOG","Local",3,0.16258064516129,0.607741935483871,0.131612903225806,0.0580645161290323,0
"20160505MDHIB","Regional",3,0.0166666666666667,0.237209302325581,0.704263565891473,0.0348837209302326,1
"20160423WIANA","International",3,0.902348578491965,0.00494437577255871,0.0420271940667491,0.0111248454882571,0
"20160229OHMAM","National",3,0.958810068649886,0.0091533180778032,0.0137299771167048,0.0022883295194508,0
"20160217PACHC","Local",3,0.0127853881278539,0.828310502283105,0.107762557077626,0,0
"20160112DECED","Local",2,0.276142131979695,0.54010152284264,0.113705583756345,0.0284263959390863,0
"20151015TXKAS","Local",3,0.0898230088495575,0.3,0.574778761061947,0.0168141592920354,0
"20150930SDHAH","Local",3,0.920199501246883,0.0149625935162095,0.0211970074812968,0.0112219451371571,0
"20150427WANOL","Local",3,0.559840425531915,0.0452127659574468,0.172872340425532,0.105718085106383,0
"20150204MDFRF","Local",3,0.298202614379085,0.265522875816993,0.293300653594771,0.0784313725490196,0
"20150116FLVAO","Local",3,0.460233918128655,0.291228070175439,0.136842105263158,0.0450292397660819,0
"20141003GALAF","Local",3,0.00687830687830688,0.93015873015873,0.0465608465608466,0.0037037037037037,1
"20140930NCALA","Local",3,0.428879310344828,0.387931034482759,0.0646551724137931,0.0495689655172414,0
"20140930KYFEL","Local",3,0.463430420711974,0.373462783171521,0.0880258899676375,0.0472491909385113,0
"20140919IANOD","Local",3,0.308013355592654,0.252086811352254,0.272954924874791,0.101001669449082,0
"20140909FLSTM","Local",3,0,0.875536480686695,0.124463519313305,0,0
"20140610ORRET","Local",3,0.396935425027362,0.0817219992703393,0.338562568405691,0.0999635169646115,1
"20140409NCDHG","Local",3,0.603406326034063,0.246958637469586,0.0991484184914842,0.0200729927007299,0
"20140210NCSAS","Local",3,0.290282902829028,0.472324723247232,0.178351783517835,0.025830258302583,0
"20140131IANOD","Local",3,0.308013355592654,0.252086811352254,0.272954924874791,0.101001669449082,0
"20140114PAKIL","Local",1,0.0208333333333333,0.128787878787879,0.799242424242424,0.0265151515151515,0
"20140109TNLIJ","Local",3,0.339378238341969,0.632124352331606,0.0194300518134715,0.00129533678756477,0
"20131204FLWEW","Local",3,0.514003734329154,0.158442251267005,0.239530541477727,0.0562816751133636,0
"20131101IAALA","Local",3,0.929611650485437,0.00242718446601942,0.0364077669902913,0.00485436893203883,0
"20131015TXLAA","National",3,0.0392535392535393,0.0888030888030888,0.819176319176319,0.0328185328185328,0
"20130927ILROC","Local",3,0.0596167494677076,0.107877927608233,0.755855216465578,0.0610361958836054,0
"20130823MSNOS","Local",3,0.021505376344086,0.973118279569892,0.00268817204301075,0,1
"20130820GAROD","International",1,0.0109489051094891,0.956204379562044,0.0279805352798054,0,0
"20130619FLALW","International",3,0.597606581899776,0.104712041884817,0.201196709050112,0.0516080777860883,2
"20130618NCHIC","Local",1,0.0147991543340381,0.493657505285412,0.456659619450317,0.0137420718816068,0
"20130321MIDAS","Regional",2,0.816753926701571,0.0952879581151832,0.0774869109947644,0.00523560209424084,0
"20130227GAGRA","Regional",3,0.298496240601504,0.601503759398496,0.0481203007518797,0.0203007518796992,0
"20130131GAPRA","Local",2,0,0.965116279069767,0.0290697674418605,0,0
"20120816TNHAM","Local",3,0,0.989094874591058,0.0109051254089422,0,0
"20120227OHCHC","National",3,0.95690499510284,0.00587659157688541,0.0156709108716944,0.00783545543584721,3
"20120222WAARB","National",1,0.473145780051151,0.061381074168798,0.168797953964194,0.051150895140665,0
"20120104TXCUB","Regional",2,0.00554016620498615,0,0.994459833795014,0,0
"20111024NCCAF","National",3,0.57968253968254,0.277460317460317,0.0526984126984127,0.00571428571428571,0
"20110523HIHIP","Local",2,0.0679205851619645,0.0271682340647858,0.0616509926854754,0.484848484848485,0
"20110517WAHOE","Local",1,0.208974358974359,0.0333333333333333,0.644871794871795,0.0448717948717949,0
"20110413FLSHA","Local",3,0.167037861915367,0.565701559020045,0.220489977728285,0.0089086859688196,0
"20110330TXWOH","Local",3,0.00867410161090459,0.884758364312268,0.102850061957869,0,1
"20101129WIMAM","International",3,0.953623188405797,0.00579710144927536,0.0246376811594203,0.00289855072463768,0
"20080821TNCEK","Local",3,0.721854304635762,0.210264900662252,0.0455298013245033,0.0206953642384106,1
"20050321NYNEB","Local",3,0.363457760314342,0.0992141453831041,0.283235101506221,0.252128356254093,0
"20040121NVFAH","Local",1,0.2,0.2,0.2,0.2,1
"20000229MIBUF","National",1,0.27027027027027,0.643243243243243,0.0864864864864865,0,1
"19930514TXNII","National",3,0.59066808059385,0.067338282078473,0.24390243902439,0.0901378579003181,1
"19930203SCLEL","Regional",3,0.935483870967742,0.0555555555555556,0.002389486260454,0.004778972520908,0
"19920117SCGRG","Regional",3,0.5923682616596,0.404603270745003,0.00121138703815869,0.00181708055723804,0
"19911011MAMAR","National",3,0.082051282051282,0.627692307692308,0.254871794871795,0.0323076923076923,0
"19901029INCHC","Local",3,0.960122699386503,0.0230061349693252,0.00460122699386503,0.0122699386503067,0
