Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day,Date_Week_Later,Query_Date,Query_Date_Week_Later
20131204FLWEW,https://www.clickorlando.com/news/student-shot-in-face-at-west-orange-high-school-_2015110710074418,5-10,Local,2,2013-12-04,Winter,West Orange High School,Winter Garden,FL,High,Beside Building,Outside on School Property,No,Dismissal,1:15 PM,Shots fired during fight over cell phone,"Fight between shooter and student after school that escalated into shooting. Victim was shot in face and abdomen. Victim allegedly threw Shooter's phone at a bus. Also, victim had previous warnings because of fights and officials had talked to him about behavioral problems. Shooter was a known gang member. School officials administered first aid. There were witnesses but they left to avoid trouble. Shooter was suspended from the school at the time of the shooting following a physical altercation with another student. Shooter fled the area immediately after the shooting.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,,2013,12,4,2013-12-11,2013-12-04T00:00:00Z,2013-12-11T00:00:00Z
20131113PABRP,https://www.palmbeachpost.com/news/local/arrest-made-shooting-near-brashear-high-school/NGHP1kh1t1kOrBfjCno91K/  https://www.newspapers.com/image/440186960/?terms=student%2Bshot,1-5,Local,3,2013-11-13,Fall,Brashear High School,Pittsburgh,PA,High,Off School Property,Off School Property,Yes,After School,3:00 PM,Shooting was revenge for previous fight,"Allegedly, shooter was assaulted and robbed by the victims the month prior, the case was investigated but shooter said he would take care of it himself. Shooter allegedly ambushed the victims from a wooded area outside of school property, and fired shots. They were a group of 4, 3 got wounded and ran to the school for safety.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,,,2013,11,13,2013-11-20,2013-11-13T00:00:00Z,2013-11-20T00:00:00Z
20131103GASTL,https://patch.com/georgia/stonemountain/stephenson-high-student-shot-at-school,1-5,Local,2,2013-11-03,Fall,Stephenson High School,Lithonia,GA,High,Parking Lot,Outside on School Property,No,Not a School Day,,Fight between rival football teams,"The victim (a football player) was at the school for a team meeting to view video from Friday night’s game when a fight broke out in the parking lot with teenagers that are students of the school. The victim was shot in the abdomen. Allegedly, the victim was a bystander and did not participate in the fight. The suspects left in a car, some of them were later arrested.",Escalation of Dispute,Random Shooting,Yes,No,No,No,No,No,No,No,1,,2013,11,3,2013-11-10,2013-11-03T00:00:00Z,2013-11-10T00:00:00Z
20131101IAALA,https://whotv.com/2013/11/01/schools-closed-body-found-at-algona-school/,1-5,Local,2,2013-11-01,Fall,Algona High School,Algona,IA,High,Field (General),Outside on School Property,No,Night,1:20 AM,Suicide on school property,Shooter died of a self inflicted gunshot wound - was former marine and former graduate of school where he shot himself.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,2013,11,1,2013-11-08,2013-11-01T00:00:00Z,2013-11-08T00:00:00Z
20131023CANEC,https://www.nbclosangeles.com/news/local/Chino-Newman-Elementary-School-Safety-Demonstration-Weapon-Gun-Misfires-Injures-228984301.html,1-5,Local,2,2013-10-23,Fall,Newman Elementary School,Chino,CA,Elementary,Front of School,Outside on School Property,Yes,Morning Classes,11:14 AM,Accidental discharge during safety presentation,"During a safety presentation, a child pulled the trigger on an AR-15 that was mounted on a police officer's motorcycle, the weapon was never removed. The officers were playing with the kids and were not attending to their weapons.Three students were injured by shrapnels.",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,,2013,10,23,2013-10-30,2013-10-23T00:00:00Z,2013-10-30T00:00:00Z
20131021NVSPS,https://www.rgj.com/story/news/crime/2014/05/13/sparks-middle-school-shooting-report/9050153/ https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,11-100,National,5,2013-10-21,Fall,Sparks Middle School,Sparks,NV,Middle,Beside Building,Outside on School Property,Yes,Before School,7:15 AM,Planned attack following bullying,"Shooter pulled handgun out of backpack outside of school before the doors opened. Fired at a friend who walked toward him. Killed a teacher who rushed at him. Fired striking one other student before committing suicide. Attempted to take his BB gun to school the day of the shooting but parent would not let him. Student who was shot said they were friends. Shooter was made fun of for speech impediment and spilling water on his pants. Some reports of bullying. Shooter was revely put on medication, had different mental issues and visited therapists; had unstable personality. While shooting, allegedly said they were ruining his life so he would ruin theirs. Shooter googled violence-related words and played violent games. ",Indiscriminate Shooting,Both,No,No,No,No,Yes,No,No,,4,Yes,2013,10,21,2013-10-28,2013-10-21T00:00:00Z,2013-10-28T00:00:00Z
20131015TXLAA,http://www.foxnews.com/world/2013/10/17/texas-student-kills-himself-in-front-high-school-classmates.html,5-10,National,2,2013-10-15,Fall,Lanier High School,Austin,TX,High,Courtyard,Outside on School Property,Yes,Lunch,12:04 PM,Suicide in school courtyard,Shooter was sitting alone in a courtyard outside the cafeteria when he pulled a handgun from his hoodie and shot himself. Shooter posted a suicide note on facebook prior to shooting and a photo with a gun. ,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,2013,10,15,2013-10-22,2013-10-15T00:00:00Z,2013-10-22T00:00:00Z
20131004FLAGP,https://www.wftv.com/news/local/teen-shot-agape-christian-academy-pine-hills/270794978,1-5,Local,2,2013-10-04,Fall,Agape Christian Academy,Pine Hills,FL,K-12,Football Field/Track,Outside on School Property,No,Dismissal,2:00 PM,"Fight prior to football game, escalated Ongoing dispute","Fight occurred between players on the football team and a person or persons not attending the school while preparing for the game. The shooter fired shots that grazed two students causing minor injuries. The shooter fled in a vehicle and was not identified. Police reported this was part of an ongoing dispute. 16 year old student shot was intended target, 17 year old was bystander.",Escalation of Dispute,Both,Yes,No,No,No,No,No,Yes,No,2,,2013,10,4,2013-10-11,2013-10-04T00:00:00Z,2013-10-11T00:00:00Z
20131002NHWIS,https://boston.cbslocal.com/2013/10/04/police-nh-man-fired-pellet-gun-at-school-bus-over-students-obscene-gesture/,,,2,2013-10-02,Fall,Winnisquam Regional School District,Sanbornton,NH,,School Bus,School Bus,Yes,After School,,Adult male fired shots at school bus after students made obscene gestures at him,24YOM fired multiple shots from pellet gun at school bus after students made obscene gestures at him. No injuries. Shooter was arrested.,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,No,No,<10,,2013,10,2,2013-10-09,2013-10-02T00:00:00Z,2013-10-09T00:00:00Z
20130928MENEG,https://www.pressherald.com/2013/09/28/19-year-old-kills-himself-at-gray-new-gloucester-high-school/,1-5,Local,2,2013-09-28,Fall,New Gloucester High School,Gray,ME,High,Parking Lot,Outside on School Property,No,Not a School Day,12:50 PM,Suicide in school parking lot,19 year old male - no relation to school - shot himself in parking lot ,Suicide/Attempted,Victims Targeted,No,No,No,No,,,No,No,1,,2013,9,28,2013-10-05,2013-09-28T00:00:00Z,2013-10-05T00:00:00Z
20130927ILROC,https://www.dnainfo.com/chicago/20130927/albany-park/teen-arrested-for-shooting-student-near-roosevelt-high-school/slideshow/443194/#slide-1,1-5,Local,2,2013-09-27,Fall,Roosevelt High School,Chicago,IL,High,Beside Building,Outside on School Property,Yes,Dismissal,2:25 PM,Robbery outside of school,18YOM shot a 15YOM during an attempted robbery outside of the school. Another student pushed the shooter's hand down so victim was shot in the leg. The shooter then hid the gun in the backpack of a 9YOM and ran away. Shooting occurred at street intersection at school - across the street at the bus station - not on school property.,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,1,,2013,9,27,2013-10-04,2013-09-27T00:00:00Z,2013-10-04T00:00:00Z
20130830NCCAW,https://www.journalnow.com/news/local/update--year-old-charged-in-shooting-at-carver/article_247ee7d0-11a4-11e3-b183-001a4bcf6878.html,5-10,Local,2,2013-08-30,Summer,Carver High School,Winston-Salem,NC,High,Beside Building,Outside on School Property,Yes,Afternoon Classes,2:25 PM,Shots fired during fight ,"Ongoing dispute between two students escalated into fight, incident happened at the end of a fire drill. Shooter claimed it was a result of being bullied by victim. Shooter fired 4-5 shots. SRO was nearby and arrested the shooter. Victim had a criminal record.",Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,No,No,5,,2013,8,30,2013-09-06,2013-08-30T00:00:00Z,2013-09-06T00:00:00Z
20130823MSNOS,http://blog.gulflive.com/mississippi-press-news/2013/08/3_gang_members_arrested_after.html,5-10,Local,2,2013-08-23,Summer,North Panola High School,Sardis,MS,High,Football Field/Track,Outside on School Property,No,Evening,10:30 PM,Gang related shooting at football game,Three men fired shots and killed a student who was affiliated with a rival gang. 2 other people were injured in the crossfire. Police reported the dispute was a continuation of an altercation at a nightclub the night before.,Escalation of Dispute,,Yes,No,No,No,No,No,Yes,No,5,,2013,8,23,2013-08-30,2013-08-23T00:00:00Z,2013-08-30T00:00:00Z
20130822TNWEM,http://www.wmcactionnews5.com/story/23229636/5-year-old-fires-gun-in-school-cafeteria,1-5,Local,2,2013-08-22,Summer,Westside Elementary School,Memphis,TN,Elementary,Cafeteria,Inside School Building,Yes,School Start,8:00 AM,Accidental discharge in backpack,5 year old brought gun to school - accidentally went off while in backpack - children were in cafeteria waiting for first bell to ring to begin class - no injuries. School officials did not contact police right away. County security officer was called first and arrived on scene.,Accidental,Neither,No,No,No,No,No,No,No,No,1,,2013,8,22,2013-08-29,2013-08-22T00:00:00Z,2013-08-29T00:00:00Z
20130820GAROD,https://www.nbcnews.com/news/us-news/authorities-georgia-shooting-suspect-had-nearly-500-rounds-ammunition-flna6C10968110 https://www.11alive.com/article/features/she-saved-a-school-from-a-mass-shooting-years-later-antoinette-tuff-continues-to-inspire-and-teach-tuff-tactics/85-165e5660-a34e-4b53-bc3e-d4289599417d,11-100,International,3,2013-08-20,Summer,Ronald E. McNair Discovery Learning Academy,Decatur,GA,Elementary,Office,Inside School Building,Yes,Morning Classes,12:51 PM,"Bipolar, had assault rifle and multiple other weapons, exchanged fire with police outside of school","Shooter had bipolar disorder. Recently stopped taking medication. Walked into office of elementary school with an AK47 and held two employees hostage. Told employee to call a local TV station to film cops dying. Had 498 rounds with him. School employee talked him down and he eventually surrendered to police. Allegedly, shooter said he had nothing to live for and he was ready to die. Fired 6 rounds at police outside of school. Not clear if he had other weapons. Affiliation with school is unclear. Got rifle from someone else, took a selfie with the weapon prior to shooting, recovered from shooter's phone. The female housing him reported that he didn't seem to have any friends, that his birth mother was dead and that he didn't know his father; also shooter was quiet and didn't show any violent tendencies. Brother reported shooter had threatened to shoot him in the past. ",Psychosis,Victims Targeted,No,Yes,No,No,No,No,No,Yes,Multiple,Yes,2013,8,20,2013-08-27,2013-08-20T00:00:00Z,2013-08-27T00:00:00Z
20130815TNNOC,https://www.theleafchronicle.com/story/news/2017/03/10/one-familys-emotional-trial-ends-without-answers/98871314/,5-10,Local,2,2013-08-15,Summer,Northwest High School,Clarksville,TN,Middle,Parking Lot,Outside on School Property,No,Night,2:00 AM,Fight between non-students in school parking lot,"Victim, shooter, and accomplices met in local bar. One of the suspects' ex girlfriend reported the men had an argument. Shooter allegedly offered the victim a ride home, stopped at a crack house on the way, where shooter claims victim got a gun. Shooter stated he pulled into school parking lot because victim was going to throw up. Shooter said victim pulled gun on him but it dropped to the floor - shooter said he picked up gun and it fired striking/killing victim. The other suspects were also there in another car, the girlfriend was sleeping in the back. The video footage from the parking lot is from too far away. Allegedly, shooter tried to clean the blood stains and to get rid of the car. The case was declared a mistrial and no public reason was provided. ",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1,,2013,8,15,2013-08-22,2013-08-15T00:00:00Z,2013-08-22T00:00:00Z
20130619FLALW,https://www.palmbeachpost.com/news/crime--law/former-fugitive-gets-life-prison-for-2013-dreyfoos-killings/fOtpUI2nIFUXg98dblhIRI/,11-100,International,2,2013-06-19,Summer,Alexander W. Dreyfoos School of the Arts,West Palm Beach,FL,High,Office,Inside School Building,No,Not a School Day,6:30 AM,School maintenance worker killed co-workers,Shooter was maintenance man at school - shot and killed two co-workers then fled to Columbia - In 2017 he turned himself in to local authorities and returned to US to face charges of first degree murder. Shooter had a history of violent behavior exhibited at the school in the past.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,4,,2013,6,19,2013-06-26,2013-06-19T00:00:00Z,2013-06-26T00:00:00Z
20130618NCHIC,https://www.wsoctv.com/news/local/gunfire-school-campus-part-undercover-drug-operati/335014423,1-5,Local,2,2013-06-18,Summer,Hidden Valley Elementary School,Charlotte,NC,Elementary,Parking Lot,Outside on School Property,No,After School,2:00 PM,Undercover officers were shot at by suspects during drug deal,"Undercover operation took place on school parking lot - after undercover drug deal, the suspect tried to rob the undercover officers and they exchanged shots. The suspect was shot in the head and died later in the hospital, the informant was injured, the second suspect fled but was arrested the next day.",Illegal Activity,Victims Targeted,Yes,No,No,Yes,No,No,No,No,>10,,2013,6,18,2013-06-25,2013-06-18T00:00:00Z,2013-06-25T00:00:00Z
20130523FLREH,https://www.nbcmiami.com/news/local/Redland-Middle-School-Student-Injured-After-Bullet-Thrown-on-Floor-Exploded-Official-208862711.html,5-10,Regional,2,2013-05-23,Spring,Redland Middle School,Homestead,FL,Middle,Classroom,Inside School Building,Yes,Afternoon Classes,2:40 PM,Accidental; gun in backpack discharged in classroom,"11 year old boy put a gun in his backpack and brought it to school. When he dropped his backpack, the gun accidentally fired shooting another male classmate in the leg. ",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,,2013,5,23,2013-05-30,2013-05-23T00:00:00Z,2013-05-30T00:00:00Z
20130513ALOSB,http://www.wbrc.com/story/22251179/parent-allegedly-fires-gun-when-daughters-fight-at-school,1-5,Local,2,2013-05-13,Spring,Ossie Ware Mitchell Middle School,Birmingham,AL,Middle,Parking Lot,Outside on School Property,Yes,After School,,Mother of student fired shot during large fight,"While fight was occuring between multiple female students, a mother of one of the student grabbed a gun from her car and allegedly fired one shot into the ground. During that time the father of the other 2 girls was trying to break up the fight and was told later that the shooter allegedly pointed the gun at him before she shot at the ground. No one was injured. Shooter was arrested and charged with reckless endangerment, as well as ""certain persons forbidden to possess firearms"", and possession of marijuana, which she had at the time of the shooting. Allegedly, shooter's daughter had beaten one of the other girls up before, parents filed a complaint and were told the accused girl would be moved to a different school but that did not happen. When the attacked girl recovered, parents sent her back to school and the accused girl attacked her again, which started the conflict that ended in shooting.",Escalation of Dispute,,No,No,No,No,No,No,No,No,1,,2013,5,13,2013-05-20,2013-05-13T00:00:00Z,2013-05-20T00:00:00Z
20130430NMTUT,https://www.abqjournal.com/253495/grand-jury-shooting-outside-school-was-justified.html,1-5,Local,2,2013-04-30,Spring,Tularosa Elementary School,Tularosa,NM,Elementary,Outside on School Property,Outside on School Property,No,Night,,Suspect exchanged fire with officer and was shot dead on scene,"Officer involved shooting of 19 year old suspect who was shot / killed on school property. Officer was checking on a school when he spotted a male who had a warrant out for his arrest. The male (later - victim) pulled out a .22 rifle, exchanged shots with officer and sheriff's deputies, and was shot dead on scene.",Illegal Activity,Victims Targeted,No,No,No,Yes,No,No,No,No,1,,2013,4,30,2013-05-07,2013-04-30T00:00:00Z,2013-05-07T00:00:00Z
20130429OHLAC,https://www.cbsnews.com/news/la-salle-high-school-shooting-update-gun-used-in-ohio-classroom-came-from-home-police-say/,1-5,Local,2,2013-04-29,Spring,La Salle High School,Cincinnati,OH,High,Classroom,Inside School Building,Yes,Morning Classes,8:00 AM,Suicide attempt during class in classroom,"Shooter brough .45 caliber from home and while seated in the front row of his morning classes, pulled the gun out, chambered a round and shot himself - no motive was given. Shooter made the top honor roll on the most recent academic report and has been active in Boy Scouts, had an extensive record of community service, and was ""highly involved"" in school life.",Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,,2013,4,29,2013-05-06,2013-04-29T00:00:00Z,2013-05-06T00:00:00Z
20130416TXTET,http://ktemnews.com/student-who-shot-himself-at-temple-high-school-has-died/,,,2,2013-04-16,Spring,Temple High School,Temple,TX,High,Other,Outside on School Property,Yes,Morning Classes,,Student shot self on school tennis court during the school day,15YOM student shot himself in the head on the school tennis courts during morning classes.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,2013,4,16,2013-04-23,2013-04-16T00:00:00Z,2013-04-23T00:00:00Z
20130321MIDAS,https://www.usatoday.com/story/news/nation/2013/03/21/michigan-student-13-commits-suicide/2006643/,5-10,Regional,2,2013-03-21,Spring,Davidson Middle School,Southgate,MI,Middle,Bathroom,Inside School Building,Yes,Before School,8:00 AM,Suicide in school bathroom,"13 year old student shot himself in head with 40 Glock pistol in school bathroom before school began. Reports were contradictory: some students said that shooter was bullied - made fun of for his clothes and hygiene, and was depressed, but the majority said he was nice and funny and was friends with everyone. Shooter left suicide note that he was having a hard time dealing with life - was more of a goodbye letter - no mention of bullying, another student was mentioned in the letter but it sounded more like a goodbye. Gun belonged to family member and was accessible.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,2013,3,21,2013-03-28,2013-03-21T00:00:00Z,2013-03-28T00:00:00Z
20130227GAGRA,https://www.ajc.com/news/local/student-who-shot-herself-grady-high-due-court/2tFBhv5vj4RC2VqPUjIIxH/?icmp=np_inform_variation-control,5-10,Regional,2,2013-02-27,Winter,Grady High School,Atlanta,GA,High,Courtyard,Outside on School Property,Yes,Morning Classes,9:30 AM,Accidental discharge in pocket while running to class,"Shooter accidentally shot herself in thigh while walking through the courtyard. Although school was equipped with metal detectors, the shooter was running late for class so was able to bypass security by being let in through gymnasium doors. Gun later found to be stolen.",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,,2013,2,27,2013-03-06,2013-02-27T00:00:00Z,2013-03-06T00:00:00Z
20130213CAHIS,https://patch.com/california/sanleandro/man-sentenced-to-prison-for-fatal-2013-shooting-at-hillside-elementary,1-5,Local,2,2013-02-13,Winter,Hillside Elementary School,San Leandro,CA,Elementary,Beside Building,Outside on School Property,No,Evening,8:45 PM,Anger over victim refusing to pay $5 after losing dice game,"20 year old shooter and 18 year old victim were playing dice on school grounds. Victim lost dice game and refused to pay shooter $5. Shooter went to a friend's house, got gun, and came back to school grounds where he shot and killed victim. Shooter was later caught and received 15 years in prison.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,2,,2013,2,13,2013-02-20,2013-02-13T00:00:00Z,2013-02-20T00:00:00Z
20130201MIMAD,https://www.wxyz.com/news/man-shot-near-martin-luther-king-jr-high-school-in-detroit  ,1-5,Local,2,2013-02-01,Winter,Martin Luther King High School,Detroit,MI,High,Parking Lot,Outside on School Property,No,Evening,7:30 PM,"Teens attempted to rob basketball coach, shot both of them killing one (reserve police officer)","Two teens attempted to rob the basketball coach in the parking lot while he was leaving the school, escorting two female players to their cars. Suspects pulled out a gun but the coach was also armed and shot both of them, killing one. Coach was a reserve police officer. Called 911 and stayed on the scene until police arrived. Court ruled justified homicide.",Illegal Activity,Neither,Yes,No,No,Yes,No,No,No,No,,,2013,2,1,2013-02-08,2013-02-01T00:00:00Z,2013-02-08T00:00:00Z
20130131GAPRA,https://www.cbsnews.com/news/police-teen-shot-by-fellow-student-at-ga-school/,5-10,Local,2,2013-01-31,Winter,Price Middle School,Atlanta,GA,Middle,Hallway,Inside School Building,Yes,Afternoon Classes,1:50 PM,Fight between classes; possibly gang-related,"Incident occurred between two students between classes. Allegedly, the 2 students had an ongoing conflict. The victim reported that he encountered the shooter who pulled out a gun, the victim started running and was shot in the back. A nearby SRO was able to immediately disarm the shooter. Principle cited a serious problem with gun violence in the community around the school. Possible gang related.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,,,2013,1,31,2013-02-07,2013-01-31T00:00:00Z,2013-02-07T00:00:00Z
20130129ALDAM,https://www.al.com/montgomery/2013/02/jimmy_lee_dykes_paranoid_poor.html https://www.cbsnews.com/news/fbi-hostage-crisis-jimmy-dykes-kidnapping-hostage-ethan-gilman/,,International,5,2013-01-29,Winter,Dale County School Bus,Midland City,AL,Elementary,School Bus,School Bus,Yes,Dismissal,15:30:00,Man shot bus driver and abducted student from school bus,"A 65 year-old man with anti-government grievances boarded a school bus full of students, shot the bus driver, and kidnapped a 5 year-old student. He took the student to an underground bunker and had a extended standoff with the FBI. He planned to use the child hostages to get media attention. ",Hostage/Standoff,Random Shooting,No,Yes,No,No,No,No,No,Yes,5,No,2013,1,29,2013-02-05,2013-01-29T00:00:00Z,2013-02-05T00:00:00Z
20130111MIOSD,https://www.wxyz.com/news/region/detroit/16-year-old-boy-shot-at-after-basketball-game-in-detroit,1-5,Local,2,2013-01-11,Winter,Osborn High School,Detroit,MI,High,Basketball Court,Off School Property,No,Sport Event,,Fight after basketball game,Fight occurred following an organized high school basketball game involving multiple juveniles. Shots were fired and one juvenile was struck in the leg. Police questioned multiple juveniles and were unable to identify a suspect. Shooting occurred across the street from school - not on school property.,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,<10,,2013,1,11,2013-01-18,2013-01-11T00:00:00Z,2013-01-18T00:00:00Z
20130110CATAT,https://bakersfieldnow.com/news/local/bryan-oliver-takes-plea-deal-in-taft-hs-shooting-case https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,11-100,National,5,2013-01-10,Winter,Taft Union High School,Taft,CA,High,Hallway,Inside School Building,Yes,Morning Classes,9:00 AM,Targeted shooting of bully,"3 suspects dressed in the school uniforms entered school property. After locating the target they were after, they chased both him and another student trying to help get victim get away. One of the suspects shot at the victim several times but only hit a parked car. The suspects were later identified, and the shooter turned himself in. The judge in the case denied treating the shooter as a youthful offender because of his juvenile criminal record. ",Bullying,Both,No,No,No,No,Yes,No,No,Yes,2,Yes,2013,1,10,2013-01-17,2013-01-10T00:00:00Z,2013-01-17T00:00:00Z
20130107FLAPF,https://www.usatoday.com/story/news/nation/2013/01/08/school-shooting-florida/1817149/,5-10,Local,2,2013-01-07,Winter,Apostolic Revival Center Christian School,Fort Myers,FL,K-8,Parking Lot,Outside on School Property,Yes,Morning Classes,11:00 AM,Gang shooting outside of school,5 shot fired in parking lot of school during the school day. Unidentified adult male killed. School was locked down. Police said the shooting was gang related.,Escalation of Dispute,Victims Targeted,,No,No,No,,No,Yes,No,,,2013,1,7,2013-01-14,2013-01-07T00:00:00Z,2013-01-14T00:00:00Z
20121214CTSAN,http://www.nydailynews.com/news/national/lupica-lanza-plotted-massacre-years-article-1.1291408?print https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,100,International,5,2012-12-14,Winter,Sandy Hook Elementary School,Newtown,CT,Elementary,Classroom,Inside School Building,Yes,Morning Classes,9:35 AM,Shooter though society was broken and mass shooting helps save children from negative influence,"On Dec 14, 2012, Adam Lanza walked into Sandy Hook Elementary and shot 26 people (20 were children), after killing his mother in their home. 156 shots were fired in 5 minutes - shooter had multiple weapons with him, 10mm Glock was found jammed next to the body, after he used to kill himself, 9mm Sig Sauer was never fired. Shooter reportedly shouted ""Look at me"" and was swearing. Leaked police investigation noted shooter had created a 7x4 spreadsheet listing top 500 mass killings with weapons used and scoresheet; he had removed the hard drive from his computer and damaged it prior to the shooting Shooter reloaded every time he entered a new room even if the clip was not empty. Shooter's mother was making straw purchases of guns for him, encouraging his gun obsession. Shooter shot his mother before he went to the school and finally he shot himself. Shooter was carrying his brother's ID and police initially thought he was the shooter. Police found a safe with over 1400 rounds of ammo in his home, multiple weapons, NRA certificate, and a photograph holding a gun to his head. Shooter had cut off contact with both his father and brother in the two years before the shooting and at one point communicated with his mother, who lived in the same house, only by email. He had his windows covered with black garbage bags. He was mostly living in isolation and played computer games. He was home-schooled since 8th grade. He was examined by several psychiatrist, took medication for a short time but was not open to therapy. He started editing Wikipedia entries on various well-known mass murderers.",Indiscriminate Shooting,Random Shooting,No,No,No,No,,No,No,Yes,,Yes,2012,12,14,2012-12-21,2012-12-14T00:00:00Z,2012-12-21T00:00:00Z
20121210TXSPH,https://abc13.com/archive/8915159/,1-5,Local,2,2012-12-10,Winter,Spring Woods High School,Houston,TX,High,Classroom,Inside School Building,Yes,Morning Classes,11:00 AM,"Showing off gun, accidentally fired, arrested by officer assigned to school","15YOM student was showing off handgun to 30 other students in classroom when he accidentally fired it, which sent a bullet through a door and into the hallway. No injuries. Arrested by officer assigned to school.",Accidental,Neither,No,No,No,No,No,No,No,No,1,,2012,12,10,2012-12-17,2012-12-10T00:00:00Z,2012-12-17T00:00:00Z
20121019ILBAC,http://articles.chicagotribune.com/2012-10-30/news/chi-2nd-teen-charged-in-murder-of-teen-outside-south-side-high-school-20121030_1_adult-with-first-degree-murder-terrance-wright-banner-academy-south,1-5,Local,3,2012-10-19,Fall,Banner Academy South,Chicago,IL,Other,Beside Building,Outside on School Property,No,After School,,Victim shot during robbery,Victim was approached after school by 5 would-be robbers. Victim struggled and was shot dead by a 14YOM who was later charged with murder; a 16YOM accomplice was charged as an adult. ,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,,,2012,10,19,2012-10-26,2012-10-19T00:00:00Z,2012-10-26T00:00:00Z
20121012NDFAF,https://www.cnn.com/2012/10/11/us/north-dakota-school-shooting/index.html http://www.grandforksherald.com/content/nd-high-school-student-shoots-self-class-apparent-suicide-attempt,,,3,2012-10-12,Fall,Fairmount Public School,Fairmont,ND,High,Classroom,Inside School Building,Yes,Morning Classes,,Student shot self in the front of the classroom,"Freshman student walked to the front of the classroom, said ""I'm sorry"", and shot himself. Student was taken to hospital and survived. 8 students were in the classroom. Principal said the student had no behavioral or disciplinary issues.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,2012,10,12,2012-10-19,2012-10-12T00:00:00Z,2012-10-19T00:00:00Z
20120926OKSTS,https://www.newspapers.com/image/452822197,11-100,National,3,2012-09-26,Fall,Stillwater Junior High School,Stillwater,OK,Junior High,Hallway,Inside School Building,Yes,Before School,7:50 AM,Suicide in school hallway following bullying,"13 year old shooter shot himself in the head in the school hallway 10 minutes prior to class beginning. Students reported he was being bullied and made fun of, being called ""carrot top"" because of his hair.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,2012,9,26,2012-10-03,2012-09-26T00:00:00Z,2012-10-03T00:00:00Z
20120907ILNON,http://www.pantagraph.com/news/local/crime-and-courts/boy-gets-juvenile-prison-term-for-nchs-shooting/article_6ddfd6ea-85e1-11e2-aff0-0019bb2963f4.html,5-10,Regional,3,2012-09-07,Fall,Normal Community High School,Normal,IL,High,Classroom,Inside School Building,Yes,Morning Classes,8:00 AM,Fired shots into ceiling and held class hostage,"Shooter fired 4 shots into the ceiling of the class room and held the class hostage. Shooter was eventually tackled by teacher. Shooter had told other students about suicidal and homicidal thoughts. Shooter had 3 handguns, knife, and hatchet in his backpack, and allegedly a canteen with kerosine, and bottle of painkillers. Had talked about cutting students heads off and putting them on flag pole.",Hostage/Standoff,Neither,No,Yes,No,No,Yes,No,No,Yes,,Yes,2012,9,7,2012-09-14,2012-09-07T00:00:00Z,2012-09-14T00:00:00Z
