Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day,Date_Week_Later,Query_Date,Query_Date_Week_Later
20220620ILGRC,https://www.cbsnews.com/chicago/news/woman-and-2-teenagers-injured-after-shooting-near-school-gresham/,50,National,4,2022-06-20,Summer,Gresham School of Excellence,Chicago,IL,Elementary,Field (General),Outside on School Property,No,Night,01:00:00,3 people shot on elementary school field,"100 shots were fired on the field of the elementary school. A 29-year-old female, 16-year-old male, and 17-year-old female were wounded. Shooter fled.",,Both,No,No,No,No,No,No,,No,100,No,2022,6,20,2022-06-27,2022-06-20T00:00:00Z,2022-06-27T00:00:00Z
20220613WAMAE,https://www.q13fox.com/news/deputies-arrest-15-year-old-accused-of-firing-shots-outside-everett-high-school-causing-a-lockdown,5,Local,4,2022-06-13,Summer,Mariner High School,Everett,WA,High,Parking Lot,Outside on School Property,No,After School,15:10:00,Shots fired in parking lot by teen during after school activities,A 15-year-old male fired shots at two teens in a vehicle in the school parking lot during a dispute. Two shots stuck the car. Shooter ran from the scene and was arrested the following day. Victims also fled and were uncooperative with police. No injuries. School went on lockdown.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,,No,99,No,2022,6,13,2022-06-20,2022-06-13T00:00:00Z,2022-06-20T00:00:00Z
20220610ALBYB,https://www.actionnews5.com/2022/06/10/student-custody-after-gun-discharged-byhalia-high-school/ https://wreg.com/news/mid-south/gun-goes-off-at-byhalia-high-school-one-in-custody/ https://www.fox13memphis.com/news/local/gun-discharged-byhalia-high-school-officials-say/LNAG3BBXUZGP5NCNS34SC4PMGY/,3,Local,4,2022-06-10,Summer,Byhalia High School,Byhalia,MS,High,Parking Lot,Outside on School Property,Yes,Morning Classes,10:30:00,Student fired gun in parking lot during dispute,Student (unidentified minor) fired shot during a dispute in the school parking lot. Students were at the school for summer classes and sports practice. Shooter fled in a vehicle and was later arrested. No injuries.,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,,No,1,No,2022,6,10,2022-06-17,2022-06-10T00:00:00Z,2022-06-17T00:00:00Z
20220609ALWAG,https://www.live5news.com/2022/06/09/potential-intruder-confronted-outside-elementary-school-alabama-superintendent-says/ https://www.cnn.com/2022/06/09/us/alabama-elementary-school-man-killed/index.html https://www.cbs42.com/alabama-news/alabama-man-killed-by-police-outside-elementary-school-was-mentally-ill-suicidal-brother-says/ https://www.nbcnews.com/news/us-news/person-fatally-shot-police-alabama-elementary-school-rcna32822 https://www.cbs42.com/news/local/police-advise-public-to-avoid-area-around-walnut-park-elementary-due-to-incident/,100,National,4,2022-06-09,Summer,Walnut Park Elementary School,Gadsden,AL,Elementary,Front of School,Outside on School Property,Yes,Morning Classes,09:30:00,Man fatally shot by SRO while trying to break-in to school,"A 32-year-old man was fatally shot by a school resource officer after attempting to break-in to the school and a vehicle. When the officer approached the man, he became violent and attempted to take the officers gun. Family members said the man was suffering from severe mental illness, suicidal, and depressed. Brother believe he was attempting suicide by cop. School went on lockdown. Students and staff inside the school were not injured. ",Officer-Involved Shooting,,,,,,,,,,,No,2022,6,9,2022-06-16,2022-06-09T00:00:00Z,2022-06-16T00:00:00Z
20220608ARLIL,https://www.kark.com/crime/lrpd-school-bus-hit-by-gunfire-near-asher-brown-no-injuries-reported/ https://apnews.com/article/arkansas-little-rock-shootings-23dc299df98539531b098aad2e4b8ff1,5,National,4,2022-06-08,Summer,Little Rock School District Bus,Little Rock,AR,Other,School Bus,School Bus,Yes,Dismissal,16:01:00,Shots struck school bus driving student home,Shots struck a school bus. Driver and student on the bus were not injured. Police said the bus was not the target of the shooting. Suspect fled and was not identified.,,Both,,No,No,No,No,No,,No,99,No,2022,6,8,2022-06-15,2022-06-08T00:00:00Z,2022-06-15T00:00:00Z
20220607MIPED,https://www.wxyz.com/news/shots-fired-at-pershing-high-school-district-police-say https://www.detroitnews.com/story/news/local/detroit-city/2022/06/08/gunshots-detroits-pershing-high-school-lead-arrests-district-says/7549552001/ https://www.clickondetroit.com/news/local/2022/06/08/officers-make-several-arrests-after-shots-fired-post-dismissal-at-pershing-high-school-in-detroit/,4,Local,4,2022-06-07,Summer,Pershing High School,Detroit,MI,High,Parking Lot,Outside on School Property,No,After School,16:00:00,Shots fired in school parking lot after dismissal,Shots fired in the school parking lot after dismissal. Football team was practicing nearby. School police arrested multiple people involving shooter. No injuries.,,,,No,No,No,No,No,,No,99,No,2022,6,7,2022-06-14,2022-06-07T00:00:00Z,2022-06-14T00:00:00Z
20220605INWEG,https://abc7chicago.com/gary-indiana-shooting-west-side-leadership-academy-high-school-graduation-railcats-stadium/11930811/ https://www.nbcchicago.com/news/local/shooting-erupts-outside-gary-railcats-stadium-after-graduation-ceremony/2850280/,2,Local,4,2022-06-05,Summer,West Side Leadership Academy,Gary,IN,High,Off School Property,Off School Property,No,School Event,18:13:00,2 teens shot following high school graduation,Two teens were shot outside of the graduation venue following the ceremony. Two teens and a 20-year-old man were arrested by police officers working security for the event.,Escalation of Dispute,Both,,No,No,No,No,No,,No,99,No,2022,6,5,2022-06-12,2022-06-05T00:00:00Z,2022-06-12T00:00:00Z
20220601CAULL,https://www.foxla.com/news/grant-high-school-van-nuys-shooting https://abc7.com/los-angeles-schools-shooting-grant-high-school-van-nuys/11916354/ https://ktla.com/news/local-news/police-investigate-shooting-near-grant-high-school-in-valley-glen/,10,Regional,4,2022-06-01,Summer,Ulysses S. Grant Senior High School,Los Angeles,CA,High,Front of School,Outside on School Property,Yes,Dismissal,15:25:00,Student shot in front of school at dismissal,16-year-olds student was shot in front of the school during dismissal. School went on lockdown. Shooter fled in vehicle. Police said the shooting was gang related.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,,No,2022,6,1,2022-06-08,2022-06-01T00:00:00Z,2022-06-08T00:00:00Z
20220531LAMON,https://www.wwltv.com/article/news/crime/one-dead-two-injured-in-post-graduation-shooting-on-xavier-campus/289-2bb5a09d-8900-4e96-9ca5-06727bb4123c https://www.cnn.com/2022/05/31/us/xavier-university-shooting-new-orleans/index.html https://www.wafb.com/2022/06/01/triple-shooting-leaves-grandmother-dead-outside-morris-jeff-high-graduation-xavier-university-nopd-says/,100,National,4,2022-05-31,Spring,Morris Jeff High School,New Orleans,LA,High,Off School Property,Off School Property,Yes,Sport Event,11:45:00,3 people shot following high school graduation,An 80-year-old woman was killed and two men were wounded during a shooting in the parking lot following high school graduation. Two women were fighting when the shots were fired. Graduation for the high school was held at Xavier University.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,99,No,2022,5,31,2022-06-07,2022-05-31T00:00:00Z,2022-06-07T00:00:00Z
20220530CAHEL,https://www.sandiegouniontribune.com/news/public-safety/story/2022-05-31/man-shot-wounded-in-helix-high-school-parking-lot https://www.10news.com/news/local-news/suspect-sought-after-man-shot-in-helix-high-school-parking-lot https://www.nbcsandiego.com/news/local/1-shot-after-school-hours-in-parking-lot-of-helix-high-school/2959563/,3,Local,4,2022-05-30,Spring,Helix High School,La Mesa,CA,High,Parking Lot,Outside on School Property,No,Evening,18:20:00,Adult man shot in school parking lot,Adult man was shot in the school parking lot. Shooter fled. School was closed for Memorial Day.,,Victims Targeted,No,No,No,No,No,No,,No,99,No,2022,5,30,2022-06-06,2022-05-30T00:00:00Z,2022-06-06T00:00:00Z
20220529ILDAC,https://abc7chicago.com/chicago-shooting-crime-16-year-old-girl-police-department/11905518/ https://chicago.suntimes.com/crime/2022/5/29/23146188/girl-16-among-5-shot-and-seriously-wounded-after-fight-in-lawndale,5,Local,4,2022-05-29,Spring,Daniel Webster Public School,Chicago,IL,Elementary,Front of School,Outside on School Property,No,Night,01:30:00,5 wounded when 97 shots fired in front of school.,5 people were wounded when 97 shots were fired by 3 different shoots during an event for remembering a teen killed. Victims were standing near the front doors of the school when a fight escalated into a shooting. School was closed and no students or staff were present.,Escalation of Dispute,Both,Yes,No,No,No,No,No,,No,97,No,2022,5,29,2022-06-05,2022-05-29T00:00:00Z,2022-06-05T00:00:00Z
20220526TXDUA,https://www.fox8live.com/2022/05/27/man-shoots-himself-after-taking-gun-texas-elementary-school-campus-police-say/ https://www.nbcdfw.com/news/local/man-charged-after-carrying-gun-onto-arlington-elementary-campus-accidentally-shooting-self/2978774/,5,Local,4,2022-05-26,Spring,Duff Elementary School,Arlington,TX,Elementary,Front of School,Outside on School Property,Yes,Morning Classes,11:45:00,Man shot himself in the leg while walking toward the school office,A 55-year-old man was walking into the school to pickup a child. He adjusted a handgun that he was carrying in his waistband and shot himself in the leg. School went on lockdown. He was transported to the hospital and charged with carrying a gun in a prohibited place.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2022,5,26,2022-06-02,2022-05-26T00:00:00Z,2022-06-02T00:00:00Z
20220526SCMEG,https://abcnews4.com/news/local/coroner-releases-identity-goose-creek-school-parking-lot-mevers-excellence-berkeley-county-south-carolina-wciv https://www.postandcourier.com/news/man-found-shot-to-death-in-parking-lot-of-goose-creek-school/article_07986cf0-dc3d-11ec-8871-b385da42bc43.html https://www.wistv.com/2022/05/25/goose-creek-public-charter-school-announces-emergency-e-learning-day-after-body-discovered/,5,Local,4,2022-05-26,Spring,Mevers School of Excellence,Goose Creek,SC,K-8,Parking Lot,Outside on School Property,No,Night,00:05:00,"Man fatally shot in parking lot, found by staff member",31-year-old male (off duty sheriffs deputy) was found fatally shot in the parking lot by a staff member at 6am. School was moved to remote learning. Multiple shots fired. Ruled homicide.,,Victims Targeted,,No,No,No,No,,,No,99,No,2022,5,26,2022-06-02,2022-05-26T00:00:00Z,2022-06-02T00:00:00Z
20220525ILSTC,https://www.chicagocatholic.com/chicagoland/-/article/2022/06/01/five-windows-at-st-margaret-of-scotland-school-shot-out,1,Local,4,2022-05-25,Spring,St. Margaret of Scotland School,Chicago,IL,K-12,Outside on School Property,Outside on School Property,No,Night,,5 windows shot out,"Five large windows that face an alley were shattered, with glass scattered in four classrooms and bullet holes marking several walls. The rooms are on multiple levels and usually house fourth graders, middle school students and some of the students in the after-school program. School was closed when the shooting occurred.",Intentional Property Damage,Neither,No,No,No,No,No,No,No,No,5,No,2022,5,25,2022-06-01,2022-05-25T00:00:00Z,2022-06-01T00:00:00Z
20220524WIRIM,https://www.tmj4.com/news/local-news/mpd-police-respond-to-riverside-high-school-twice-for-reports-of-shots-fired-fight,1,Local,3,2022-05-24,Spring,Riverside University High School,Milwaukee,WI,High,Inside School Building,Inside School Building,Yes,Lunch,12:30:00,"Shot fired during fight inside the school, shooter fled","Police responded for shots fired during a fight at 11:00am. Shooter fled and they did not recover evidence of a shooting. At 12:30, shot was fired inside the school during a fight. Shooter fled before police arrived but they could confirm a weapon was fired.",Escalation of Dispute,,No,No,No,No,,No,,No,1,No,2022,5,24,2022-05-31,2022-05-24T00:00:00Z,2022-05-31T00:00:00Z
20220524TXROU,https://abcnews.go.com/US/timeline-shooting-texas-elementary-school-unfolded/story?id=84966910 https://www.abc.net.au/news/2022-05-30/timeline-texas-school-shooting-in-uvalde-unfolded/101109316 https://abcnews.go.com/US/texas-elementary-school-reports-active-shooter-campus/story?id=84940951,999,International,4,2022-05-24,Spring,Robb Elementary School,Uvalde,TX,Elementary,Inside School Building,Inside School Building,Yes,Morning Classes,11:30:00,Indiscriminate attack at school,Pending,Indiscriminate Shooting,Random Shooting,No,No,Yes,No,,,No,Yes,250,Yes,2022,5,24,2022-05-31,2022-05-24T00:00:00Z,2022-05-31T00:00:00Z
20220524DCPOW,https://www.washingtonpost.com/dc-md-va/2022/05/24/man-shot-roosevelt-high-dc/ https://www.nbcwashington.com/news/local/man-shot-near-dc-elementary-school/3060497/,2,Local,3,2022-05-24,Spring,Powell Elementary School,Washington,DC,Elementary,Front of School,Outside on School Property,No,After School,16:15:00,Teen shot in front of the school,A 19-year-old male was shot in front of the school. Shooting occurring during a dispute between two groups. Shooter fled.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,,No,,No,2022,5,24,2022-05-31,2022-05-24T00:00:00Z,2022-05-31T00:00:00Z
20220523PASIP,https://6abc.com/teens-shot-philadelphia-shooting-tioga-nicetown-crime-north-17-street/11885981/ https://philadelphia.cbslocal.com/2022/05/23/teens-injured-shooting-simon-gratz-high-school-philly/ https://www.nbcphiladelphia.com/news/local/gunman-shoots-2-teens-near-high-school-in-philly/3248538/,20,Regional,4,2022-05-23,Spring,Simon Gratz High School,Philadelphia,PA,High,Front of School,Outside on School Property,Yes,Dismissal,14:45:00,Three teen students shot at dismissal,"Two brothers, ages 15 and 16, as well as a 17-year-old boy had just dismissed from school when shooter in a vehicle fired 13 shots at them from the street in front of the school. Shooter fled.",Drive-by Shooting,Both,,No,No,No,No,No,,No,13,No,2022,5,23,2022-05-30,2022-05-23T00:00:00Z,2022-05-30T00:00:00Z
20220520VAPOD,https://www.insidenova.com/headlines/potomac-high-school-student-charged-after-bathroom-brandishing/article_f3fa326e-d86d-11ec-bd21-f36cea08fd4d.html,1,Local,3,2022-05-20,Spring,Potomac High School,Dumfries,VA,High,Bathroom,Inside School Building,Yes,Morning Classes,08:19:00,"Student pointed gun at another student in bathroom, arrested by SRO with loaded weapon",A student pointed a handgun under a bathroom stall at another student. Student fled the bathroom and reported gun to SRO. SRO found the student with the gun in a different bathroom and arrested him. Student was also armed with 2 knives.,,Victims Targeted,No,No,No,No,,No,,,0,No,2022,5,20,2022-05-27,2022-05-20T00:00:00Z,2022-05-27T00:00:00Z
20220520TNEAC,https://newschannel9.com/news/local/25-year-old-man-shot-to-death-in-chattanooga-near-school-early-friday-morning-east-lake-elementary-murder-homicide,1,Local,3,2022-05-20,Fall,East Lake Elementary School,Chattanooga,TN,Elementary,Outside on School Property,Outside on School Property,No,Before School,05:00:00,Man fatally shot on school property,A man was fatally shot on school property in the early morning before the school was open. Opening of school was delayed while police conducted the investigation.,,Victims Targeted,No,No,No,No,No,,,No,,No,2022,5,20,2022-05-27,2022-05-20T00:00:00Z,2022-05-27T00:00:00Z
20220520OHCAC,https://www.10tv.com/article/news/local/sheriff-juvenile-intentionally-shoots-fairfield-county-bus-driver-with-bb-gun-lithopolis/530-77296d5d-39d5-4f21-9fa6-df66ef2c5340 https://www.nbc4i.com/news/local-news/fairfield-county/bloom-carroll-school-bus-driver-shot-with-bb-gun/,2,Local,4,2022-05-20,Spring,Canal Winchester High School,Canal Winchester,OH,High,School Bus,School Bus,Yes,Dismissal,15:00:00,Teen shot school bus driver 3 times with BB gun,"While students were getting off the school bus, a teen fired airsoft pellets at the driver causing minor injuries to wrist, shoulder, and hip. Teen was arrested and charges pending.",,Victims Targeted,No,No,No,No,No,No,No,No,3,No,2022,5,20,2022-05-27,2022-05-20T00:00:00Z,2022-05-27T00:00:00Z
20220520ILSOP,https://www.myjournalcourier.com/news/article/Hallucinating-woman-arrested-after-shot-fired-17188158.php,1,Local,3,2022-05-20,Spring,South Elementary School,Pittsfield,IL,Elementary,Outside on School Property,Outside on School Property,Yes,School Start,07:28:00,Woman hallucinating on meth fired shot near school,Woman hallucinating on meth fired a shot near school. She surrendered to officers when they arrived. Start of school was delayed and students were diverted from the area.,Illegal Activity,Neither,No,No,No,No,No,No,No,No,1,No,2022,5,20,2022-05-27,2022-05-20T00:00:00Z,2022-05-27T00:00:00Z
20220520ALMAT,https://www.wkrg.com/mobile-county/window-shot-through-at-elementary-school-mobile-police-investigate/ https://www.fox10tv.com/2022/05/23/burroughs-elementary-school-struck-by-stray-bullet/,2,Local,4,2022-05-20,Spring,Mary W Burroughs Elementary School,Theodore,AL,Elementary,Classroom,Both Inside/Outside,Yes,Afternoon Classes,13:30:00,Bullet broke classroom window,A stray bullet broke the window of a classroom. School was in session but students were not inside that classroom when the shooting occurred. No injuries. Police said the school was not targeted.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2022,5,20,2022-05-27,2022-05-20T00:00:00Z,2022-05-27T00:00:00Z
20220519VAGER,https://www.nbc12.com/2022/05/19/police-investigate-report-shots-fired-near-george-wythe-hs/ https://www.wtvr.com/news/local-news/richmond-police-investigate-shooting-outside-george-wythe-high-school https://www.wric.com/news/crime/richmond-police-investigating-shots-fired-near-george-wythe-high-school/,5,Local,3,2022-05-19,Spring,George Wythe High School,Richmond,VA,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,14:13:00,Shots fired from a vehicle at students in the parking lot,Shots fired from a passing vehicle at students in the parking lot. No injuries. Shooter fled. ,Drive-by Shooting,Random Shooting,No,No,No,No,No,No,,No,99,No,2022,5,19,2022-05-26,2022-05-19T00:00:00Z,2022-05-26T00:00:00Z
20220519MIEAK,https://www.fox17online.com/news/local-news/kent/breaking-shots-fired-at-east-kentwood-high-school https://www.mlive.com/news/grand-rapids/2022/05/kentwood-closes-several-schools-after-shooting-outside-graduation-ceremony.html https://www.fox17online.com/news/local-news/kent/breaking-shots-fired-at-east-kentwood-high-school https://www.woodtv.com/news/kent-county/deputies-respond-to-reports-of-shots-fired-near-east-kentwood-high-school/,100,National,4,2022-05-19,Spring,East Kentwood High School,Kentwood,MI,High,Parking Lot,Outside on School Property,No,School Event,19:30:00,Drive-by shooting in the parking lot of the school following graduation,"Two people were shot in the parking lot near the football stadium of the high school following the graduation ceremony. Both victims (40YOF, 16YOM) were bystanders, not intended targets. Shooter fled in vehicle.",Drive-by Shooting,Both,Yes,No,No,No,No,No,,No,99,No,2022,5,19,2022-05-26,2022-05-19T00:00:00Z,2022-05-26T00:00:00Z
20220519LAHAH,https://www.wdsu.com/article/police-investigating-a-shooting-on-southeastern-universitys-campus/40053292 https://www.wdsu.com/article/police-investigating-a-shooting-on-southeastern-universitys-campus/40053292#,100,National,4,2022-05-19,Spring,Hammond High Magnet School,Hammond,LA,High,Off School Property,Off School Property,No,School Event,20:00:00,Shots firing during fight that escalated following graduation ceremony,A 20-year-old man fired 10 shots during an argument with a minor outside of the auditorium following the high school graduation ceremony held on the Southeastern University campus. 3 bystanders were shot. Shooter fled and was arrested the following day.,Escalation of Dispute,Both,No,No,No,No,No,No,Yes,No,10,No,2022,5,19,2022-05-26,2022-05-19T00:00:00Z,2022-05-26T00:00:00Z
20220518TNRIM,https://www.tennessean.com/story/news/crime/2022/05/18/mtsu-shooting-campus-murphy-center-middle-tennessee-state-university/9833523002/ https://www.newschannel5.com/news/police-investigating-shooting-outside-of-mtsus-murphy-center https://fox17.com/news/local/shooting-reported-at-mtsus-athletic-center-students-told-to-shelter-in-place,50,National,4,2022-05-18,Spring,Riverdale High School,Murfreesboro,TN,High,Off School Property,Off School Property,No,School Event,21:30:00,Two people shot following high school graduation on MTSU campus,"Two people were shot (one fatal, one critical) outside of the auditorium following graduation ceremony for Riverdale High School. The graduation was held on the MTSU campus. 6-8 shots were fired while students and parents were taking photos outside when a fight started between 2 men. Shooter fled. Students and parents went into the auditorium to shelter in place. MTSU campus went on lockdown. Classes were canceled at Riverdale High the following day.",Escalation of Dispute,Both,No,No,No,No,No,No,,No,8,No,2022,5,18,2022-05-25,2022-05-18T00:00:00Z,2022-05-25T00:00:00Z
20220518FLPAP,https://www.wfla.com/news/local-news/manatee-county/13-year-old-arrested-for-palmetto-high-school-football-game-shooting/ https://www.wtsp.com/article/news/local/manateecounty/shot-fired-palmetto-high-school-football-game/67-367aa1ed-25e0-49a2-a5e6-07c23b0a9dff,5,Regional,4,2022-05-18,Spring,Palmetto High School,Palmetto,FL,High,Football Field/Track,Outside on School Property,No,Sport Event,21:30:00,Shot fired during fight on sideline during football game,"A shot was fired during a fight between a group of students on the sideline at the end of a football game. Students ran. Police found two handguns in the stadium. No injuries. Police and school staff were present at the game and witnessed the shooting. Game was televised on local TV, broadcast shows players lining up and then sprinting off the field when the shot is fired. When 13-year-old shooter was arrested 2 days later, a handgun was found at his house. Shooter had prior criminal history.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,,No,1,No,2022,5,18,2022-05-25,2022-05-18T00:00:00Z,2022-05-25T00:00:00Z
20220517ILWAC,https://abc7chicago.com/disney-magnet-school-shooting-chicago-crime-student-shot/11861196/ https://chicago.suntimes.com/2022/5/17/23099133/7-year-old-boy-hospitalized-with-graze-wound-following-incident-at-disney-magnet-school https://wgntv.com/news/chicagocrime/second-grader-suffers-graze-wound-at-disney-magnet-school/ https://www.fox32chicago.com/news/7-year-old-wounded-after-gun-goes-off-at-chicagos-walt-disney-magnet-school,10,Regional,4,2022-05-17,Spring,Walt Disney Magnet School,Chicago,IL,K-8,Classroom,Inside School Building,Yes,Morning Classes,10:00:00,Gun inside 7-year-old students backpack fired in classroom striking classmate,A gun inside a 7-year-old student's backpack fired inside the classroom striking another 7-year-old student in the abdomen. School did not close and classes continued. Mother charged with 3 counts of child endangerment.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,No,2022,5,17,2022-05-24,2022-05-17T00:00:00Z,2022-05-24T00:00:00Z
20220517CASAS,https://www.cbsnews.com/sanfrancisco/news/school-bus-in-san-francisco-hit-by-gunfire/,2,Local,3,2022-05-17,Spring,School Bus,San Francisco,CA,Other,School Bus,School Bus,Yes,Morning Classes,09:00:00,School bus struck multiple times during drive-by,A parked school bus was struck multiple times during a drive-by shooting. Driver took cover. No students were on the bus. No injuries.,Drive-by Shooting,Both,No,No,No,No,No,No,,No,99,No,2022,5,17,2022-05-24,2022-05-17T00:00:00Z,2022-05-24T00:00:00Z
20220516TXMEM,https://www.kbtx.com/2022/05/16/mexia-isd-campuses-lockdown-person-interest-incident-detained/ https://www.kxxv.com/news/all-mexia-isd-campuses-on-lockdown-city-of-mexia https://www.kwtx.com/2022/05/16/mexia-isd-campuses-lockdown-central-texas/ https://www.kcentv.com/article/news/crime/all-mexia-isd-campuses-placed-on-lockdown/500-7e04548b-96b5-46e2-a155-bed638e62fbf,4,Local,4,2022-05-16,Spring,Mexia High School,Mexia,TX,High,Bathroom,Inside School Building,Yes,Morning Classes,11:20:00,"Shot fired in bathroom, suspect and loaded gun found on campus",Students and staff went into lockdown when they heard a gunshot inside the school. Bullet hole was found in the bathroom. Police arrested an unidentified juvenile and recovered a loaded handgun. No other students or staff were injured. School dismissed and cancelled classes the following day.,,,,No,No,No,No,No,,No,1,No,2022,5,16,2022-05-23,2022-05-16T00:00:00Z,2022-05-23T00:00:00Z
20220515NHBEB,https://www.laconiadailysun.com/news/local/belmont-police-investigate-pellet-gun-shooting-targeted-at-children/article_19c3bb5e-d608-11ec-879e-5bb5cf440fe6.html,1,Local,4,2022-05-15,Spring,Belmont Elementary School,Belmont,NH,Elementary,Parking Lot,Outside on School Property,No,Not a School Day,10:00:00,Children shot with pellet guns fired during drive-by,A 13-year-old boy and 12-year-old girl were playing in the school parking lot when a vehicle with multiple teens fired airsoft guns at them. Incident was recorded on school's CCTV cameras. Shooters fled. Victims had minor injuries.,Drive-by Shooting,Random Shooting,Yes,No,No,No,No,No,No,No,4,No,2022,5,15,2022-05-22,2022-05-15T00:00:00Z,2022-05-22T00:00:00Z
20220515ILMEP,https://wgntv.com/crime/16-year-old-charged-in-shooting-of-teen-near-joliet-elementary-school/ https://www.shawlocal.com/the-herald-news/news/2022/05/16/teen-found-shot-in-the-leg-near-meadow-view-elementary-school-in-plainfield-cops/,1,Local,4,2022-05-15,Spring,Meadow View Elementary School,Plainfield,IL,Elementary,Field (General),Outside on School Property,No,Evening,19:30:00,"Teen shot on the school field, shooter fled",A 17-year-old teen was shot in the leg on the school field. Shooter fled. Police said the shooting was an isolated incident. 16-year-old teen arrested 2 days later and charged as an adult with attempted murder and other felonies. 9mm handgun recovered.,,Victims Targeted,No,No,No,No,No,No,,No,,No,2022,5,15,2022-05-22,2022-05-15T00:00:00Z,2022-05-22T00:00:00Z
20220513GASOM,https://wgxa.tv/news/local/friday-shooting-macon-school,1,Local,3,2022-05-13,Spring,Southwest High School,Macon,GA,High,Parking Lot,Outside on School Property,No,Evening,19:49:00,Adult man shot and critically injured in school parking lot,A 21-year-old man was shot and critically injured in the school parking lot. No other details available.,,,,No,No,No,No,No,,No,,No,2022,5,13,2022-05-20,2022-05-13T00:00:00Z,2022-05-20T00:00:00Z
20220513FLALW,https://www.palmbeachpost.com/story/news/2022/05/14/dreyfoos-graduate-identified/9780618002/ https://www.wpbf.com/article/he-didnt-deserve-to-die-friends-of-school-intruder-suspect-killed-police-say-he-didnt-want-to-hurt-anyone/40000184 https://cbs12.com/newsletter-daily/dreyfoos-school-of-the-arts-incident-west-palm-beach https://www.usnews.com/news/best-states/florida/articles/2022-05-13/police-man-killed-while-fighting-with-officer-at-school https://www.palmbeachpost.com/story/news/local/2022/05/13/vehicle-crashes-gate-dreyfoos-school-arts-west-palm-beach/9763870002/,50,National,4,2022-05-13,Spring,Alexander W. Dreyfoos School of the Arts,West Palm Beach,FL,High,Beside Building,Outside on School Property,Yes,Lunch,12:00:00,"Van crashed through campus gate, driver fought school police office, second officer shot him","Police received 911 calls for an van driving erratically near the campus. Van crashed through the campus gate and driver attempted to get inside the school auditorium. Lunch had just ended and students outside had gone back into classrooms. During fight with SRO, a city police officer fatally shot the man. No students or staff were injured. School went on lockdown. 33-year-old man was a former honor student at the school who was struggling with mental illness. The night prior to the incident, he was taken by police to the hospital for mental health evaluation and released hours later.",Officer-Involved Shooting,,,,,Yes,,,,,,No,2022,5,13,2022-05-20,2022-05-13T00:00:00Z,2022-05-20T00:00:00Z
20220512TXHEH,https://abc13.com/heights-high-school-hisd-police-shooting-houston-isd-student-shot/11846330/ https://www.click2houston.com/news/local/2022/05/12/student-shot-in-parking-lot-of-heights-high-school-hisd-spokesperson-says/ https://abc13.com/heights-high-school-shooting-student-wounded-principal-wendy-hampton-hisd-police/11842091/ https://abc13.com/heights-high-school-shooting-student-wounded-principal-wendy-hampton-hisd-police/11842091/,5,Local,4,2022-05-12,Spring,Heights High School,Houston,TX,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,13:15:00,Student shot in school parking lot during afternoon classes,A student was shot in the school parking lot during afternoon classes and transported to the hospital. School went on lockdown and then dismissed at normal time. Police said there was no threat to other students. An 18-year-old male student was arrested the following day. Police believe 5 people were involved in the shooting.,,Victims Targeted,Yes,No,No,No,No,No,,No,,No,2022,5,12,2022-05-19,2022-05-12T00:00:00Z,2022-05-19T00:00:00Z
20220512ARHOH,https://katv.com/news/local/1-dead-3-others-injured-following-shooting-after-hot-springs-graduation-suspect-arrested-high-school-district-hshs-hssd-police-department-hspd-michael-jordan-victim-charles-johnson-convention-center-hscc-superintendent-dr-stephanie-nehus-murder-arkansas https://abcnews.go.com/US/arkansas-police-investigating-shooting-high-school-graduation/story?id=84687924 https://www.kark.com/crime/families-in-hot-springs-stunned-after-shooting-outside-high-school-graduation/,100,National,4,2022-05-12,Spring,Hot Springs High School,Hot Springs,AR,High,Off School Property,Outside on School Property,No,School Event,19:00:00,4 people shot in parking lot following graduation ceremony,"Shots were fired during a fight in the parking lot following the graduation ceremony. Students and family members were taking photos outside of the building when the shooting started. The graduation was held at the city's convention center. An adult man was killed, 2 others were shot, and the shooter (25-year-old man) was shot by a police officer. Shooter was wounded and fled the area. Found at a local hospital and arrested. ",Escalation of Dispute,Both,No,No,No,No,No,No,No,No,99,No,2022,5,12,2022-05-19,2022-05-12T00:00:00Z,2022-05-19T00:00:00Z
